Nd			Dg			Cq			Cc			H1			Sn
58219			6			3			0.53			1071			5
87825			26			4			0.06			1071			6
91171			27			4			0.07			1071			6
166424			2			2			0			1071			2
39737			7			3			0.19			1071			5
2537			13			4			0.17			1071			5
2538			6			3			0.2			1071			3
18218			17			4			0.15			1071			5
51154			8			4			0.25			1071			5
58081			8			3			0.07			1071			4
59735			15			4			0.07			1071			5
66473			3			3			0.67			1071			2
67476			10			4			0.2			1071			5
68493			5			3			0.2			1071			3
96347			2			2			0			1071			2
97584			4			4			0.67			1071			4
110831			4			3			0.17			1071			4
131870			3			3			0.67			1071			3
18219			3			3			0.67			1071			2
41199			4			3			0.17			1071			3
91881			3			2			0			1071			3
146611			3			3			0.33			1071			2
2539			4			3			0.33			1071			3
2540			4			2			0			1071			2
89677			5			3			0.1			1071			3
89684			5			3			0.1			1071			3
131483			6			3			0.13			1071			3
39176			1			2			1			1071			1
39183			1			2			1			1071			1
136327			2			2			0			1071			2
2541			14			3			0.07			1071			9
2542			11			5			0.27			1071			8
20233			20			5			0.19			1071			9
20234			10			3			0.11			1071			6
52875			8			4			0.18			1071			7
69403			8			3			0.18			1071			7
13269			52			5			0.04			1071			10
18331			15			3			0.06			1071			9
20231			9			5			0.31			1071			7
33738			15			3			0.06			1071			9
64212			17			3			0.05			1071			9
64623			8			4			0.21			1071			7
109110			8			3			0.07			1071			4
12705			12			3			0.12			1071			6
89332			22			3			0.12			1071			7
12706			5			3			0.4			1071			5
24549			6			4			0.2			1071			3
45266			17			3			0.1			1071			7
48220			21			4			0.11			1071			7
48221			2			3			1.0			1071			2
58392			17			4			0.03			1071			4
81518			2			3			1.0			1071			2
81519			3			3			0.33			1071			3
82134			4			4			0.67			1071			4
85449			3			3			0.33			1071			3
88861			3			4			1.0			1071			3
113028			7			3			0.29			1071			6
25083			4			3			0.17			1071			3
68739			3			3			0.33			1071			2
99030			2			3			1.0			1071			2
99049			2			3			1.0			1071			2
2547			4			3			0.33			1071			3
2548			4			3			0.33			1071			3
2549			4			3			0.5			1071			3
137341			3			3			0.67			1071			3
114819			6			3			0.2			1071			3
114820			2			3			1.0			1071			2
2551			53			3			0.0			1071			9
14294			7			4			0.33			1071			6
24909			4			2			0			1071			3
45760			32			3			0.03			1071			7
63526			17			5			0.24			1071			8
69704			14			4			0.09			1071			9
82678			9			2			0			1071			9
86708			51			4			0.03			1071			7
99218			6			4			0.33			1071			4
27560			26			4			0.04			1071			9
15085			4			3			0.5			1071			3
112154			2			3			1.0			1071			2
115135			2			2			0			1071			2
125839			2			3			1.0			1071			2
137325			2			3			1.0			1071			2
84593			6			4			0.27			1071			4
121480			3			2			0			1071			2
2554			17			3			0.04			1071			5
2555			2			2			0			1071			2
2564			2			2			0			1071			2
2565			2			2			0			1071			2
4622			52			3			0.01			1071			7
12670			53			3			0.01			1071			8
46347			2			2			0			1071			2
46348			1			2			1			1071			1
46349			4			2			0			1071			4
46350			4			2			0			1071			4
46357			1			2			1			1071			1
46358			2			2			0			1071			2
46359			8			3			0.21			1071			6
46388			2			2			0			1071			2
57129			5			2			0			1071			4
119657			5			2			0			1071			4
161462			15			3			0.06			1071			5
2557			3			4			1.0			1071			3
8681			4			3			0.33			1071			4
19951			10			5			0.36			1071			8
19952			3			4			1.0			1071			3
22063			9			3			0.19			1071			3
23716			2			3			1.0			1071			2
26757			5			3			0.3			1071			2
26794			7			4			0.43			1071			4
32099			5			3			0.1			1071			3
33492			5			4			0.3			1071			3
33494			5			4			0.7			1071			3
33603			13			3			0.08			1071			4
36019			5			3			0.2			1071			4
38872			3			3			0.33			1071			3
47054			5			4			0.3			1071			3
51286			4			3			0.33			1071			3
53395			2			3			1.0			1071			2
53400			2			3			1.0			1071			2
53405			2			3			1.0			1071			2
53426			3			4			1.0			1071			3
53523			3			4			1.0			1071			3
53534			2			3			1.0			1071			2
54500			3			3			0.33			1071			2
54674			2			3			1.0			1071			2
57932			17			5			0.1			1071			5
58116			8			5			0.5			1071			8
59893			4			3			0.17			1071			4
59894			4			3			0.17			1071			4
59901			5			3			0.1			1071			4
59929			2			3			1.0			1071			2
60017			2			3			1.0			1071			2
60018			2			3			1.0			1071			2
60541			5			4			0.3			1071			3
63706			2			3			1.0			1071			2
63833			10			5			0.13			1071			4
63854			4			4			0.83			1071			3
63859			4			3			0.33			1071			3
65101			3			3			0.33			1071			3
65104			3			3			0.33			1071			3
66929			4			3			0.17			1071			4
66930			12			5			0.23			1071			8
69021			4			3			0.17			1071			2
69862			7			4			0.38			1071			5
71638			5			3			0.6			1071			5
71643			2			3			1.0			1071			2
71658			2			3			1.0			1071			2
71923			4			4			0.83			1071			3
73386			2			3			1.0			1071			2
75893			2			3			1.0			1071			2
78260			2			3			1.0			1071			2
78273			2			3			1.0			1071			2
78278			2			3			1.0			1071			2
78364			5			3			0.6			1071			5
82886			3			3			0.33			1071			3
87705			8			4			0.25			1071			4
90748			5			5			0.7			1071			4
104641			3			3			0.33			1071			2
105783			5			3			0.4			1071			3
106035			3			3			0.33			1071			2
107129			2			3			1.0			1071			2
107130			2			3			1.0			1071			2
109636			4			3			0.33			1071			4
109640			4			3			0.33			1071			4
109642			2			3			1.0			1071			2
110384			5			4			0.3			1071			4
116029			3			3			0.33			1071			2
120712			3			4			1.0			1071			3
126730			3			3			0.33			1071			2
128759			4			3			0.33			1071			4
128831			2			3			1.0			1071			2
130729			2			3			1.0			1071			2
138246			2			3			1.0			1071			2
138249			2			3			1.0			1071			2
138251			2			3			1.0			1071			2
138681			2			3			1.0			1071			2
138683			3			3			0.33			1071			2
140445			2			2			0			1071			2
143327			2			3			1.0			1071			2
144741			3			4			1.0			1071			3
146382			2			3			1.0			1071			2
146435			2			3			1.0			1071			2
152888			2			3			1.0			1071			2
153408			2			3			1.0			1071			2
155630			2			3			1.0			1071			2
155634			2			3			1.0			1071			2
155642			3			3			0.33			1071			2
155649			6			3			0.33			1071			5
157275			2			3			1.0			1071			2
167941			1			2			1			1071			1
168911			2			3			1.0			1071			2
168912			2			3			1.0			1071			2
168913			2			3			1.0			1071			2
175102			2			3			1.0			1071			2
176939			2			3			1.0			1071			2
176940			2			3			1.0			1071			2
176943			2			3			1.0			1071			2
2558			5			3			0.5			1071			5
2559			12			3			0.26			1071			5
38593			11			3			0.22			1071			5
78187			7			3			0.24			1071			5
121027			7			3			0.48			1071			5
16094			5			3			0.5			1071			5
36623			7			3			0.19			1071			5
44024			8			3			0.18			1071			5
47928			3			3			0.67			1071			3
56328			3			3			0.67			1071			3
91011			5			3			0.5			1071			5
112038			6			3			0.47			1071			5
5098			19			3			0.05			1071			7
9800			30			4			0.07			1071			6
21947			16			4			0.12			1071			6
25995			7			4			0.48			1071			6
32184			19			4			0.09			1071			7
50630			6			3			0.07			1071			4
51815			3			2			0			1071			3
52317			5			4			0.4			1071			5
66816			8			4			0.25			1071			4
74000			21			3			0.04			1071			7
95664			6			3			0.2			1071			2
14460			5			3			0.4			1071			5
18394			4			3			0.5			1071			4
27251			5			3			0.4			1071			5
93577			6			3			0.27			1071			5
2563			4			4			0.67			1071			4
41671			11			4			0.18			1071			4
41672			6			3			0.27			1071			4
52260			5			3			0.4			1071			4
59433			4			4			0.67			1071			4
68988			3			3			0.67			1071			3
78625			7			4			0.29			1071			5
96179			5			3			0.4			1071			3
97924			4			3			0.5			1071			4
157900			6			3			0.2			1071			4
2567			22			3			0.04			1071			6
2568			2			2			0			1071			2
2572			2			2			0			1071			2
2577			2			2			0			1071			2
2600			1			2			1			1071			1
17585			5			3			0.3			1071			5
36156			9			3			0.17			1071			6
53840			2			2			0			1071			2
100812			4			3			0.33			1071			4
100818			2			2			0			1071			2
100894			2			2			0			1071			2
100902			2			2			0			1071			2
106373			6			4			0.33			1071			6
125777			6			4			0.33			1071			6
131290			3			2			0			1071			2
153420			4			3			0.33			1071			3
154803			2			2			0			1071			2
154831			2			2			0			1071			2
161487			2			2			0			1071			2
161489			2			2			0			1071			2
69002			21			4			0.03			1071			6
2570			12			5			0.24			1071			10
17901			29			4			0.05			1071			14
47606			8			4			0.25			1071			7
69805			2			2			0			1071			2
2573			3			2			0			1071			2
2574			1			2			1			1071			1
40043			17			4			0.07			1071			6
2576			4			3			0.33			1071			3
15715			3			3			0.67			1071			3
48758			6			2			0			1071			5
59431			12			3			0.08			1071			5
30973			8			3			0.11			1071			5
192059			1			2			1			1071			1
6315			13			3			0.14			1071			6
35693			8			3			0.14			1071			5
37233			7			4			0.19			1071			5
40318			15			4			0.12			1071			6
47940			15			5			0.19			1071			9
99715			14			3			0.14			1071			9
117021			14			3			0.01			1071			5
159765			3			3			0.67			1071			3
6632			48			4			0.02			1071			17
11161			48			5			0.03			1071			18
19099			10			3			0.2			1071			7
22089			13			4			0.28			1071			12
28830			36			5			0.04			1071			18
84099			6			3			0.07			1071			4
48031			4			3			0.33			1071			3
75013			11			3			0.04			1071			8
82836			15			3			0.08			1071			5
5048			15			3			0.1			1071			5
71186			7			3			0.43			1071			5
76112			8			3			0.18			1071			5
102984			4			3			0.33			1071			4
108486			6			4			0.47			1071			5
2583			1			2			1			1071			1
2661			4			4			0.67			1071			3
3237			9			4			0.11			1071			3
4737			3			3			0.33			1071			3
9337			9			4			0.25			1071			7
10484			4			3			0.17			1071			4
10961			2			3			1.0			1071			2
11177			1			2			1			1071			1
16913			3			4			1.0			1071			3
21272			4			3			0.17			1071			4
29336			7			3			0.19			1071			2
29368			11			4			0.07			1071			3
29375			7			3			0.1			1071			2
38661			4			3			0.17			1071			4
48617			3			4			1.0			1071			3
49145			8			3			0.07			1071			3
49359			6			4			0.2			1071			4
60262			5			3			0.3			1071			4
63230			5			4			0.7			1071			3
66279			2			3			1.0			1071			2
73057			10			4			0.27			1071			7
74512			2			3			1.0			1071			2
74513			2			3			1.0			1071			2
74521			4			3			0.33			1071			4
77918			2			3			1.0			1071			2
81058			3			3			0.33			1071			3
81059			3			3			0.33			1071			3
82913			3			3			0.33			1071			3
84378			6			3			0.07			1071			3
92089			8			3			0.04			1071			4
93227			7			3			0.05			1071			4
98679			4			4			0.67			1071			3
100398			2			3			1.0			1071			2
102177			8			3			0.04			1071			2
102178			6			3			0.07			1071			4
107782			3			3			0.33			1071			3
109817			4			3			0.17			1071			4
110819			4			4			0.67			1071			3
110890			3			3			0.33			1071			2
112573			4			3			0.17			1071			4
112574			3			4			1.0			1071			3
112576			4			3			0.33			1071			4
112583			4			4			0.67			1071			3
112589			2			3			1.0			1071			2
112636			2			3			1.0			1071			2
129269			2			3			1.0			1071			2
129270			2			3			1.0			1071			2
129271			2			3			1.0			1071			2
133108			2			3			1.0			1071			2
133110			2			3			1.0			1071			2
133112			2			3			1.0			1071			2
133113			2			3			1.0			1071			2
138387			5			3			0.1			1071			3
141001			3			4			1.0			1071			3
149343			4			3			0.17			1071			3
154141			4			3			0.17			1071			3
160877			3			3			0.33			1071			3
160882			2			3			1.0			1071			2
160883			2			3			1.0			1071			2
162551			2			3			1.0			1071			2
171773			3			4			1.0			1071			3
171820			3			4			1.0			1071			3
178722			4			3			0.17			1071			4
183793			1			2			1			1071			1
2584			8			5			0.43			1071			6
2585			3			3			0.67			1071			3
29117			47			5			0.07			1071			9
87421			32			5			0.11			1071			9
156224			2			2			0			1071			2
2586			30			7			0.12			1071			10
2587			4			3			0.33			1071			3
7691			24			4			0.09			1071			6
7771			18			4			0.05			1071			4
19173			27			6			0.09			1071			7
20822			8			4			0.25			1071			5
21888			36			7			0.17			1071			13
26467			23			3			0.03			1071			5
34324			36			3			0.01			1071			5
35114			19			4			0.14			1071			10
36607			12			4			0.14			1071			4
45009			11			3			0.05			1071			3
45010			7			3			0.33			1071			5
51508			17			3			0.03			1071			4
53748			2			2			0			1071			2
55102			5			3			0.4			1071			3
69557			10			4			0.27			1071			4
105524			5			3			0.3			1071			3
109281			5			3			0.4			1071			4
120543			14			5			0.2			1071			7
164226			1			2			1			1071			1
2588			7			4			0.29			1071			3
2589			5			3			0.4			1071			3
48789			6			4			0.27			1071			3
48803			5			4			0.4			1071			3
74159			8			4			0.29			1071			4
124346			2			2			0			1071			2
65505			5			3			0.2			1071			3
131393			4			3			0.17			1071			2
2590			5			3			0.2			1071			4
2591			7			3			0.19			1071			4
52943			5			2			0			1071			4
77513			7			3			0.19			1071			4
101952			24			4			0.03			1071			4
19327			27			3			0.03			1071			4
41111			29			3			0.03			1071			4
41112			5			3			0.3			1071			4
44363			23			4			0.03			1071			4
149123			5			3			0.3			1071			4
45042			2			2			0			1071			2
57818			12			3			0.02			1071			8
57822			12			3			0.02			1071			8
82726			12			3			0.02			1071			8
85743			9			4			0.25			1071			5
128117			2			2			0			1071			2
130380			10			4			0.11			1071			8
155890			2			3			1.0			1071			2
17157			12			3			0.15			1071			4
75800			7			3			0.24			1071			4
99709			11			3			0.25			1071			4
2595			7			2			0			1071			4
2596			2			2			0			1071			2
131914			2			2			0			1071			2
131920			2			2			0			1071			2
58407			8			3			0.07			1071			5
2598			9			4			0.36			1071			9
6221			28			3			0.01			1071			13
2850			5			3			0.6			1071			5
5794			5			3			0.3			1071			4
5802			6			4			0.4			1071			4
6013			11			6			0.36			1071			8
30255			7			5			0.52			1071			6
33426			5			3			0.2			1071			3
36984			2			3			1.0			1071			2
44576			12			5			0.21			1071			7
57800			5			3			0.2			1071			3
59687			3			2			0			1071			2
74914			3			3			0.67			1071			3
80855			4			4			0.5			1071			3
81097			4			3			0.17			1071			3
101478			4			2			0			1071			3
131190			9			3			0.08			1071			5
131195			3			2			0			1071			2
131260			3			2			0			1071			2
138563			3			3			0.67			1071			3
147388			4			3			0.5			1071			2
149599			3			3			0.67			1071			2
2602			12			5			0.39			1071			7
3178			6			5			0.67			1071			6
3251			16			5			0.2			1071			6
6555			17			5			0.25			1071			8
9559			17			6			0.43			1071			7
10419			35			6			0.17			1071			14
10421			34			6			0.17			1071			14
12652			9			5			0.44			1071			9
14572			13			5			0.31			1071			9
19945			12			5			0.36			1071			9
21713			14			7			0.38			1071			10
24477			27			7			0.25			1071			9
26240			26			5			0.2			1071			14
26251			23			5			0.23			1071			14
28560			25			4			0.05			1071			15
30340			20			5			0.27			1071			11
30583			5			3			0.2			1071			4
30585			11			5			0.58			1071			10
30595			14			5			0.15			1071			6
30751			18			5			0.24			1071			8
31604			12			5			0.3			1071			8
32658			13			6			0.44			1071			10
32668			14			6			0.4			1071			10
32677			26			6			0.19			1071			11
33987			11			5			0.33			1071			6
33988			7			5			0.76			1071			6
36054			6			5			0.73			1071			6
36059			5			5			0.9			1071			5
37231			6			5			0.8			1071			6
38564			23			7			0.3			1071			9
46310			17			5			0.27			1071			9
51894			3			3			0.67			1071			3
56807			10			5			0.42			1071			8
57973			23			7			0.28			1071			9
59928			15			5			0.31			1071			9
60413			15			5			0.28			1071			8
65111			14			5			0.25			1071			8
69294			14			6			0.37			1071			11
70231			11			5			0.4			1071			9
79315			5			5			0.9			1071			5
